1.000000,34.917806
2.000000,22.553309
3.000000,23.428123
4.000000,17.744979
5.000000,29.535737
6.000000,15.204366
7.000000,29.677433
8.000000,15.077802
9.000000,16.472354
10.000000,12.217029
11.000000,18.855236
12.000000,35.413991
13.000000,14.183901
14.000000,24.583988
15.000000,29.976549
16.000000,24.420972
17.000000,30.691240
18.000000,27.728029
19.000000,16.591473
20.000000,20.272022
21.000000,17.053241
22.000000,31.933693
23.000000,31.033033
24.000000,30.888171
25.000000,16.078277
26.000000,15.832936
27.000000,31.076286
28.000000,25.671905
29.000000,20.998189
30.000000,18.571325
31.000000,34.911974
32.000000,24.893094
33.000000,32.408997
34.000000,23.869665
35.000000,21.767586
36.000000,28.711100
37.000000,30.630808
38.000000,32.566113
39.000000,13.732264
40.000000,27.049351
41.000000,21.780359
42.000000,27.229742
43.000000,45.946600
44.000000,13.203174
45.000000,27.851800
46.000000,30.570727
47.000000,18.466141
48.000000,39.107219
49.000000,33.217022
50.000000,23.501310
51.000000,14.704553
52.000000,22.414750
53.000000,30.979216
54.000000,15.477199
55.000000,26.089593
56.000000,26.596849
57.000000,27.337452
58.000000,26.155877
59.000000,17.191845
60.000000,15.478069
61.000000,24.031769
62.000000,29.015356
63.000000,37.713061
64.000000,28.658080
65.000000,30.552530
66.000000,14.299236
67.000000,18.598554
68.000000,17.956999
69.000000,25.938783
70.000000,24.402704
71.000000,13.641469
72.000000,25.862263
73.000000,26.084836
74.000000,17.274431
75.000000,15.551782
76.000000,27.675326
77.000000,22.182001
78.000000,30.174548
79.000000,34.504307
80.000000,39.826417
81.000000,24.990305
